Name,Variant,Procedure,Appropriateness Category,Relative Radiation Level,Comment
Dialysis Fistula Malfunction,"Abnormal skin changes associated with the upper or lower extremity hemodialysis access cannulation site, including marked thinning, ulceration, eschar formation, spontaneous bleeding, pseudoaneurysm formation, superficial or deep infection. Treatment and procedures.",Placement of a new tunneled dialysis catheter,Usually Appropriate,,
Dialysis Fistula Malfunction,"Abnormal skin changes associated with the upper or lower extremity hemodialysis access cannulation site, including marked thinning, ulceration, eschar formation, spontaneous bleeding, pseudoaneurysm formation, superficial or deep infection. Treatment and procedures.",Surgical consultation,Usually Appropriate,,
Dialysis Fistula Malfunction,"Abnormal skin changes associated with the upper or lower extremity hemodialysis access cannulation site, including marked thinning, ulceration, eschar formation, spontaneous bleeding, pseudoaneurysm formation, superficial or deep infection. Treatment and procedures.",Fluoroscopy fistulography hemodialysis access with intervention,May Be Appropriate,,
Dialysis Fistula Malfunction,"Abnormal skin changes associated with the upper or lower extremity hemodialysis access cannulation site, including marked thinning, ulceration, eschar formation, spontaneous bleeding, pseudoaneurysm formation, superficial or deep infection. Treatment and procedures.",Continued hemodialysis access use with surveillance,Usually Not Appropriate,,
Dialysis Fistula Malfunction,"Suspected vascular steal syndrome (upper or lower extremity), suggested by cardiac failure or ischemic symptoms. Initial imaging to guide interventional radiologic therapy options.",Fluoroscopy fistulography hemodialysis access area of interest,Usually Appropriate,,
Dialysis Fistula Malfunction,"Suspected vascular steal syndrome (upper or lower extremity), suggested by cardiac failure or ischemic symptoms. Initial imaging to guide interventional radiologic therapy options.",US duplex Doppler hemodialysis access area of interest,Usually Appropriate,,
Dialysis Fistula Malfunction,"Suspected vascular steal syndrome (upper or lower extremity), suggested by cardiac failure or ischemic symptoms. Initial imaging to guide interventional radiologic therapy options.",CTA extremity area of interest with IV contrast,May Be Appropriate,,
Dialysis Fistula Malfunction,"Suspected vascular steal syndrome (upper or lower extremity), suggested by cardiac failure or ischemic symptoms. Initial imaging to guide interventional radiologic therapy options.",MRA extremity area of interest without and with IV contrast,Usually Not Appropriate,,
Dialysis Fistula Malfunction,"Suspected vascular steal syndrome (upper or lower extremity), suggested by cardiac failure or ischemic symptoms. Initial imaging to guide interventional radiologic therapy options.",MRA extremity area of interest without IV contrast,Usually Not Appropriate,,
Dialysis Fistula Malfunction,"Suspected vascular steal syndrome (upper or lower extremity), suggested by cardiac failure or ischemic symptoms. Initial imaging to guide interventional radiologic therapy options.",MRV extremity area of interest without and with IV contrast,Usually Not Appropriate,,
Dialysis Fistula Malfunction,"Suspected vascular steal syndrome (upper or lower extremity), suggested by cardiac failure or ischemic symptoms. Initial imaging to guide interventional radiologic therapy options.",MRV extremity area of interest without IV contrast,Usually Not Appropriate,,
Dialysis Fistula Malfunction,"Suspected vascular steal syndrome (upper or lower extremity), suggested by cardiac failure or ischemic symptoms. Initial imaging to guide interventional radiologic therapy options.",CTV extremity area of interest with IV contrast,Usually Not Appropriate,,
Dialysis Fistula Malfunction,"Suspected vascular steal syndrome (upper or lower extremity), suggested by cardiac failure or ischemic symptoms. Treatment and procedures.",Surgical consultation,Usually Appropriate,,
Dialysis Fistula Malfunction,"Suspected vascular steal syndrome (upper or lower extremity), suggested by cardiac failure or ischemic symptoms. Treatment and procedures.",Continued hemodialysis access use with surveillance,May Be Appropriate,,
Dialysis Fistula Malfunction,"Suspected vascular steal syndrome (upper or lower extremity), suggested by cardiac failure or ischemic symptoms. Treatment and procedures.",Fluoroscopy fistulography hemodialysis access with intervention,May Be Appropriate,,
Dialysis Fistula Malfunction,"Suspected vascular steal syndrome (upper or lower extremity), suggested by cardiac failure or ischemic symptoms. Treatment and procedures.",Placement of a new tunneled dialysis catheter,May Be Appropriate,,
Dialysis Fistula Malfunction,"Suspected vascular steal syndrome (upper or lower extremity), suggested by cardiac failure or ischemic symptoms. Treatment and procedures.",US duplex Doppler hemodialysis access area of interest,Usually Not Appropriate,,
Lower Extremity Chronic Venous Disease,Varicose veins. Initial diagnosis.,US duplex Doppler lower extremity,Usually Appropriate,,
Lower Extremity Chronic Venous Disease,Varicose veins. Initial diagnosis.,Catheter venography iliac veins,Usually Not Appropriate,,
Lower Extremity Chronic Venous Disease,Varicose veins. Initial diagnosis.,Catheter venography lower extremity,Usually Not Appropriate,,
Lower Extremity Chronic Venous Disease,Varicose veins. Initial diagnosis.,CTV lower extremity with IV contrast,Usually Not Appropriate,,
Lower Extremity Chronic Venous Disease,Varicose veins. Initial diagnosis.,CTV pelvis with IV contrast,Usually Not Appropriate,,
Lower Extremity Chronic Venous Disease,Varicose veins. Initial diagnosis.,MRV lower extremity without and with IV contrast,Usually Not Appropriate,,
Lower Extremity Chronic Venous Disease,Varicose veins. Initial diagnosis.,MRV pelvis without and with IV contrast,Usually Not Appropriate,,
Lower Extremity Chronic Venous Disease,Varicose veins. Initial diagnosis.,US intravascular iliac veins,Usually Not Appropriate,,
Lower Extremity Chronic Venous Disease,Varicose veins. Treatment.,Compression therapy,Usually Appropriate,,
Lower Extremity Chronic Venous Disease,Varicose veins. Treatment.,Saphenous vein ablation,Usually Appropriate,,
Lower Extremity Chronic Venous Disease,Varicose veins. Treatment.,Compression sclerotherapy,Usually Appropriate,,
Lower Extremity Chronic Venous Disease,Varicose veins. Treatment.,Microphlebectomy,Usually Appropriate,,
Lower Extremity Chronic Venous Disease,Varicose veins. Treatment.,Ligation and stripping,May Be Appropriate,,
Lower Extremity Chronic Venous Disease,Venous leg ulcer. Initial diagnosis.,US duplex Doppler lower extremity,Usually Appropriate,,
Lower Extremity Chronic Venous Disease,Venous leg ulcer. Initial diagnosis.,US duplex Doppler IVC and iliac veins,Usually Appropriate,,
Lower Extremity Chronic Venous Disease,Venous leg ulcer. Initial diagnosis.,CTV abdomen and pelvis with IV contrast,May Be Appropriate,,
Lower Extremity Chronic Venous Disease,Venous leg ulcer. Initial diagnosis.,MRV abdomen and pelvis without and with IV contrast,May Be Appropriate,,
Lower Extremity Chronic Venous Disease,Venous leg ulcer. Initial diagnosis.,Catheter venography iliac veins,May Be Appropriate,,
Lower Extremity Chronic Venous Disease,Venous leg ulcer. Initial diagnosis.,CTV lower extremity with IV contrast,May Be Appropriate (Disagreement),,
Lower Extremity Chronic Venous Disease,Venous leg ulcer. Initial diagnosis.,MRV lower extremity without and with IV contrast,May Be Appropriate (Disagreement),,
Lower Extremity Chronic Venous Disease,Venous leg ulcer. Initial diagnosis.,US intravascular iliac veins,May Be Appropriate (Disagreement),,
Lower Extremity Chronic Venous Disease,Venous leg ulcer. Initial diagnosis.,Catheter venography lower extremity,May Be Appropriate,,
